A0001;Simón Rodríguez;1
A0002;Rómulo Betancourt;1
A0003;Juan Antonio Pérez Bonalde;1
A0004;Miguel Otero Silva;1
A0005;Teresa de la Parra;1
A0006;Julio Garmendia;1
A0007;Andrés Bello;1
A0008;Rómulo Gallegos;1
A0009;Arturo Uslar Pietri;1
A0010;Antonia Palacios;1
